i,j,v
354393,460082,101
12750,377557,300
337717,233030,2000
425967,416338,290
425264,422759,204
400304,501148,100
229018,407247,105
513315,247143,50
418549,439610,10
401491,308220,30
372091,250874,12
448380,267671,99
401491,445359,40
277952,428341,5
353819,532711,15
283789,350139,10
401491,9055,100
353819,695441,15
434093,267671,60
456735,505633,30
402541,459233,150
257650,270484,190
353819,612972,15
377373,409409,200
353819,517379,15
444033,310953,5
724513,19323,17
343942,500256,200
409211,229018,100
434222,250874,25
418296,484256,110
335852,509756,142
474036,284679,126
407021,425967,651
343942,508756,809
353819,509632,15
436776,348501,188
353819,597125,15
353819,455119,15
400304,440283,100
410577,393452,25
501148,441254,105
224026,192359,114
410577,508349,25
242661,416401,33
493256,499891,1049
435513,500500,10
390604,280798,50
242661,445127,25
353819,618801,35
420986,377453,31
372091,405729,15
429071,429137,20
445210,499906,50
435513,453804,10
419257,499891,119
7910,10946,21
315283,445530,72
431462,308134,132
425967,407021,655
349286,420763,100
449176,400008,25
277952,616562,25
414304,430244,25
228795,322356,100
349286,13404,200
517057,511272,62
307224,232704,88
511289,517119,62
410577,621286,10
448920,418296,200
511272,511001,6
356991,434222,5
511237,517387,10
511237,517387,6
511220,511201,99
511220,511201,10
511201,511190,11
511201,511190,11
626256,648468,55
325157,291307,60
511105,511220,123
511105,511220,61
430327,528794,50
472896,497249,30
511001,517378,11
511001,517378,5
517387,517057,123
427715,444691,10
517387,517057,121
517387,517057,60
462602,486464,122
517387,517057,10
20646,13797,40
511382,239292,86
443198,469106,10
626256,443225,52
314532,417232,38
517378,511237,10
309691,330349,500
427715,506050,10
435501,353819,10
517119,511289,116
726271,407121,1000
517119,511289,10
517119,511289,6
14688,417884,40
633693,396484,30
385699,386491,20
685084,511674,13
406853,516519,34
405579,449176,21
509022,418296,7
420986,14688,11
263574,353819,100
405579,414304,15
218369,13874,25
293751,291307,100
11158,21360,500
308426,356635,10
291307,325157,62
308426,285998,35
237205,385955,1400
454029,454410,500
368412,375831,70
308426,308220,20
13640,322662,1500
250874,434222,25
531269,318908,100
250874,423235,169
429886,315283,72
298090,287450,31
589197,298090,88
432952,499906,43
308426,14447,10
307834,452094,200
265048,326040,15
480122,287450,60
505448,481292,45
428666,425967,543
307834,323501,200
405729,372091,18
250874,492067,100
628100,637069,15
468120,309715,20
308426,448905,10
554944,534102,5
435513,470590,10
445127,247143,10
420925,421422,29
468120,330802,10
444033,250874,33
506310,268977,1068
419388,318162,10
262901,441956,250
14537,768795,30
401235,419257,120
395500,483365,50
468120,427349,20
250874,445127,10
349816,306929,10
390336,333772,10
308426,283144,35
474644,435085,20
449176,419829,20
472255,259565,106
14537,376152,30
435850,440747,50
390336,13946,50
14537,241079,60
293751,428567,500
246292,504678,300
395500,307834,50
429262,309715,377
342551,422310,15
193238,386444,100
349816,445359,15
307224,248344,55
444033,402888,23
14537,364987,30
391497,254855,15
261177,472896,65
267671,434093,65
349816,435716,15
449176,428412,25
513643,267671,170
506340,372091,20
16617,291327,771
308426,321969,10
246292,401235,300
377453,270228,5
472896,261177,70
506340,420986,24
315676,281290,100
434265,441586,15
506340,518129,3
373934,250874,126
318849,439799,10
414258,315697,33
349816,425715,10
636056,482044,70
481582,470655,30
231682,7048,10
308426,281676,20
308426,441956,20
416401,597938,5
444033,310953,5
420925,377453,30
336567,14537,100
436577,416401,100
287450,480122,61
308426,435716,10
429262,430327,53
445530,409409,215
308426,265048,30
10095,419517,20
277952,616562,30
256248,254855,75
400074,500855,5
14537,375831,1
234568,340560,20
688197,528487,200
368989,310953,20
18806,18830,86
307834,308426,69
429886,409409,250
401137,381369,324
307224,209586,55
628100,618834,5
5395,420930,100
427260,417884,30
643204,468545,20
628100,632486,3
450347,425967,100
420554,441956,69
326487,433712,100
426518,253020,85
486368,505448,50
414258,234796,33
399892,403090,100
246292,477435,200
351514,400304,80
300265,268977,10
407704,500690,100
401960,408035,30
480122,376576,36
509717,315142,100
302556,482149,10
420554,435501,169
246292,434908,22
310953,368989,27
490963,499906,40
497257,441956,10
502728,287450,59
519142,505633,30
302556,308410,100
485843,429886,45
665738,385507,30
421093,335503,50
440080,280798,10
420554,397963,19
355351,14553,200
421093,248817,50
252936,436577,69
302556,333868,100
314532,21291,10
18481,18518,160
477435,246292,498
439610,513010,10
302556,270138,69
643204,452094,15
446139,252159,21
434135,443275,999
414004,200375,20
400074,438284,5
500826,385507,17
11124,7992,100
433599,312316,294
17076,487457,20
403013,400377,100
23341,4383,100
482887,396088,1673
239828,359814,199
386476,396475,85
255345,7992,98
373934,331026,100
318089,406674,55
243959,16453,50
429450,211644,23
500619,484256,50
373934,392018,50
18481,15846,30
218369,436577,50
270228,484256,33
420554,250874,69
403398,494652,20
426221,449882,100
315449,428108,20
420925,472896,10
236210,455119,125
400377,403013,50
506259,508540,10
441254,403461,24
377555,337717,1000
266782,307834,200
294370,508394,5
490963,487742,15
434222,421163,35
542598,475598,32
475643,478007,10
372745,372993,10
18481,429137,28
373923,385716,33
356991,605092,3
469984,333643,86
210619,11287,9
358786,475475,115
380400,406952,40
618351,307834,10
506340,484635,10
414004,460229,20
391497,455119,100
433599,404491,300
454563,501832,20
218369,288821,25
511753,543988,322
255345,359338,100
506340,250874,10
359338,310815,51
438841,302556,5
361898,438474,247
382645,382998,36
499891,246292,300
421198,307834,42
707904,420564,150
313283,15776,69
506340,497249,5
326677,349816,20
406815,404804,10
302556,307834,200
542598,443225,60
291302,3372,20
488936,424560,86
267841,349439,308
403450,544047,20
514764,14260,10
8010,469678,50
456555,444667,15
438841,246905,5
268608,401784,30
382645,453170,85
265298,391861,800
433599,434908,50
500000,421198,10
313283,307834,69
611646,616492,5
191892,189762,300
355351,10144,222
394404,602,100
313283,8447,33
268608,273490,50
395215,285106,100
449080,518973,42
418549,499057,20
270228,23425,22
377373,491723,200
361731,370988,101
268608,279037,31
351704,502935,86
455119,236210,125
374927,229018,51
421198,422003,20
425967,450347,102
461283,421085,20
449654,15117,5
326677,373025,25
333643,399875,20
445127,302556,24
309639,307834,25
382645,407432,35
500000,380287,10
510864,246549,85
372888,424407,50
425967,428666,547
449654,421198,10
361731,436574,100
326677,445359,20
297057,330563,210
361898,349775,499
435411,400008,30
382645,431089,55
327678,452626,710
285462,322662,755
373934,13640,50
403398,421198,20
431233,200375,50
382645,499859,220
542598,404923,20
409409,665738,200
308284,274563,22
8039,408726,300
234559,509827,280
460847,457245,10
498370,445562,50
375947,411625,100
274,258848,100
349816,309715,10
457675,500588,110
391793,440176,79
382645,16655,41
288578,435144,2700
296687,307199,100
415248,644823,100
296687,323914,100
15116,285695,440
409573,274563,200
288578,435144,10
19978,9218,200
14345,14260,33
296687,302556,100
14345,423985,33
228149,192337,20
457675,503541,110
449851,410435,11
501701,500262,50
489165,309639,20
406879,317341,100
388401,423985,100
228149,500776,21
403323,343971,30
189940,225,100
372888,373923,10
334200,15983,111
287450,557166,35
390336,306929,20
407121,407366,100
378089,439405,482
514764,542351,10
388401,17195,100
665738,250874,20
226690,12518,50
606671,509650,1
21473,192379,100
403323,291217,30
386476,590111,100
355271,248216,11
19978,14532,50
456037,15983,10
518129,542351,3
10095,601461,25
326677,455449,25
748781,379923,86
307834,307705,300
378086,445226,200
396276,505448,33
431233,479482,180
467347,535208,5
281129,307224,50
467347,514564,5
461560,262679,75
342707,7143,100
306302,503190,5
410653,404980,80
294370,13874,50
405729,474553,5
13366,306404,50
382645,440972,204
266782,391793,50
430484,297057,205
21473,250329,150
449080,407484,5
787756,366713,33
416401,627459,1
410419,422003,100
429886,348773,44
543988,192631,15
461560,381565,85
422713,377373,14
424140,437433,30
15949,428412,51
385627,427575,22
355271,256829,33
419829,421851,100
281129,444766,30
787756,331494,30
520706,244367,21
520706,244367,60
416401,436577,1
388401,349816,30
324790,192631,15
677622,267671,19
16655,494470,41
357442,287925,20
270228,497257,33
411462,308536,25
497257,284679,9
309715,429262,69
450859,436577,42
511759,3263,10
497257,270228,10
535736,508926,6
331026,274171,20
450859,508744,10
411462,318447,25
379089,330083,15
511759,514764,10
398824,531649,50
357442,407121,110
411462,416580,100
612743,535243,95
486368,16655,40
424432,506259,26
309715,333414,30
304503,332469,122
265506,17356,200
270228,331026,50
626256,502075,10
402347,426045,100
599948,10095,5
435510,361731,100
419829,398438,100
498083,333821,80
414004,621391,10
15983,1020,100
360245,21473,100
452775,491723,120
265323,436577,269
405830,302556,50
402347,308045,44
266782,507309,56
506340,543203,2
492266,494470,34
380455,318908,3
283115,285462,200
196045,435028,10
217025,289410,200
456591,404980,25
498333,262679,77
14050,499232,101
279037,279477,30
445359,349816,15
250329,192359,205
628100,302556,5
335477,417242,15
507627,446934,207
356635,365209,20
421937,428265,150
508756,508575,500
506340,408746,50
277059,503775,90
508540,250329,221
378541,434135,998
214598,198116,1188
318181,499802,10
509609,508676,201
467347,512482,250
414004,13184,20
439699,430484,20
525262,381565,77
514701,518694,14
432952,398438,40
511753,326492,343
378661,392080,27
16655,557166,25
306567,407121,200
401491,417451,100
460328,460220,5
435085,407760,5
492266,385507,30
370162,485585,25
407847,323021,100
17360,275486,2
485714,475475,4
16958,217780,320
557166,16655,20
421163,302556,10
280798,509022,6
306567,357442,100
401491,283144,100
492266,493964,20
485585,370162,26
396533,322662,125
315676,420930,80
280798,440212,38
375177,441956,20
385507,492266,31
420229,322662,760
280798,486126,21
252159,508473,100
353603,633693,39
498333,293751,78
509150,421163,1
191976,192379,181
398438,419829,101
455837,424882,44
191976,250329,199
389066,391793,350
448380,16308,121
333979,380287,30
302556,308426,100
416401,382808,69
490427,600881,20
195803,191976,50
402682,441956,5
470430,191976,150
422225,443275,300
507449,431068,50
370162,420657,35
195803,328349,50
440176,239413,3
246847,293760,50
421512,272572,310
407121,726271,8
470430,192379,101
531203,564456,30
422225,434135,200
784277,599948,6
302556,462989,50
420657,461302,169
500690,407704,99
435160,467347,100
422225,378541,551
192379,192332,190
14260,514764,20
490427,419871,10
14260,535208,20
472680,283144,10
352748,462602,175
542442,542199,20
507449,463226,40
481404,452666,188
475023,432952,20
218369,508926,25
265323,370162,20
449301,449096,20
406815,406493,450
265323,510831,40
265189,427120,99
434822,13994,100
191892,390347,200
385507,382645,53
414436,439433,215
420657,260433,51
435204,446139,94
420657,481476,101
500853,306567,51
407704,344029,20
407704,443863,20
398438,434449,73
452775,531445,10
407704,448920,220
405579,404597,5
490427,435160,32
420657,705662,303
434222,297057,25
370108,356203,101
519264,710432,5
302556,15776,200
470430,449014,200
426338,382827,200
475023,485714,30
294370,420657,420
280798,531269,14
348501,382827,100
16615,407121,510
425633,516519,70
407704,307913,20
460847,12626,10
355271,228795,20
497740,376440,100
500776,228149,20
348501,401818,250
250329,470430,101
562925,438535,231
383467,477126,20
358799,675639,20
433779,414436,215
462989,250874,10
323063,307705,22
439433,436036,315
421758,307705,300
439433,414436,318
434222,8447,10
691626,440766,10
192531,423383,184
383467,481906,20
500000,426963,10
412582,514764,200
370108,328349,65
421937,390510,150
463031,13089,5
390510,421937,300
406022,420657,400
376440,497740,100
281129,422003,30
434222,274272,10
500000,445127,20
263309,12518,50
398438,449301,21
497740,357393,105
349297,316027,198
192379,360245,49
314464,21291,50
437357,414258,15
511655,512482,6
691180,385955,30
356991,618547,2
470430,192332,150
436036,414436,326
287925,16615,500
373857,373923,50
436036,439433,298
407704,484256,30
510906,269519,141
219158,356203,25
344987,508560,180
16655,469557,100
671480,20,20
501566,418270,107
411120,406493,91
374880,289860,40
420554,420657,69
492266,519236,37
315697,414258,50
307568,249958,222
310953,431085,300
328349,370108,65
509756,468545,20
513129,249958,30
403202,573332,100
408746,436577,50
665738,449096,14
482024,293760,40
420554,500235,29
329423,353632,240
511655,510796,50
401818,348501,100
531269,307913,18
193345,192905,39
414004,416401,4
370263,293760,15
310953,420657,60
638462,326487,1028
437357,397392,100
214598,250874,30
449080,518973,5
488914,443225,50
320219,277620,50
419754,3372,20
404871,434908,200
342551,331026,65
401736,510906,207
509756,536622,10
309555,255434,109
403202,306758,100
388177,513853,10
261625,281429,111
380455,632746,3
465748,427750,16
213434,418760,50
397392,437357,99
7415,200989,10
526510,632282,6
356991,520942,10
582633,429886,25
482024,308426,75
419754,307834,30
423415,439610,5
472680,310292,10
376440,414082,41
236581,408746,55
388177,218142,20
298018,376576,50
409059,285998,22
226476,336962,138
449096,665738,15
378541,319673,906
211120,713697,50
16655,435411,90
526510,691626,5
258079,258875,35
16274,413828,10
505633,501931,50
404757,440537,196
487489,429796,15
348501,436037,175
508575,508756,501
318665,420925,15
405493,482872,12
512250,622955,10
452094,493739,50
443218,500269,198
419754,388401,20
456155,471391,75
456591,507561,20
419754,333932,25
466926,389456,200
526510,514036,4
192359,513010,151
342809,574939,5
456155,447048,96
431795,501513,99
419754,382368,20
510861,378541,250
16274,415872,15
232512,17176,200
386444,385627,30
733365,780842,172
404330,408838,500
451908,501300,18
486078,500614,121
462989,500000,10
232512,290520,50
378541,421937,251
18802,497249,135
582633,501300,19
758578,454591,86
512173,451976,30
426504,373780,100
439519,479377,100
307568,278239,222
404871,380455,10
505633,519142,40
232512,403298,29
501832,454563,21
213434,277313,64
753369,454591,86
211693,281290,100
733425,780822,172
514671,493739,10
525183,353819,5
378541,510861,252
438535,505675,200
404871,268977,50
382998,443638,10
573993,211693,33
758695,454591,86
283144,3372,500
386444,442770,30
283115,508756,300
722557,9138,44
737041,780787,370
354775,437357,20
326788,211693,26
333524,281676,33
279037,434222,50
404134,429539,20
307568,294100,111
382998,510260,5
773811,780766,86
525183,459311,57
232512,390510,88
535736,525590,121
504819,419222,150
387282,573332,150
243664,459716,378
251930,230147,500
258875,258079,37
294300,336323,202
356991,518717,8
484640,198900,85
307568,318589,111
198900,484640,85
382998,379286,5
328300,247143,5
428412,449176,26
403202,502720,38
423036,347868,39
232512,14164,100
265323,506958,40
783481,454591,86
237000,239658,154
274264,348913,275
354220,308426,10
308587,351598,40
294300,348913,160
510796,512217,15
474179,508738,862
505617,491574,184
260299,16617,11
484640,456372,115
315697,337056,20
416401,436577,10
283115,597941,100
273254,461560,80
378661,462832,30
511798,465258,32
13505,191327,111
376168,582633,20
328349,500263,200
311223,311516,50
251492,280603,1002
368412,373934,40
456372,484640,112
294370,403020,69
13505,19105,42
478104,342037,123
758713,758692,86
375624,237020,100
482024,449882,35
632816,400668,40
19250,498083,81
606671,537711,1
19250,498333,82
312316,304336,26
385627,439799,20
365537,440537,5
502720,431795,69
382998,439610,15
273254,573332,80
19250,573332,80
758706,783462,86
371561,401491,25
582633,376168,20
309715,270228,69
403020,294370,79
252159,219158,25
448936,718134,70
480122,431795,60
354220,409059,10
21147,379242,500
430327,431398,102
312316,418456,92
428361,370162,31
551112,460653,5
312316,299356,35
198116,214598,345
231402,406879,100
307568,248817,77
518973,449080,31
451811,448905,10
429886,582633,25
299356,272572,200
421937,382645,112
310801,214598,100
758595,705806,86
511287,501896,10
428361,501169,31
226690,236581,50
483837,14586,90
423457,417451,10
231402,21147,50
460005,389341,20
370322,478104,260
525590,535736,120
378541,433628,90
21147,420608,41
193238,379676,30
453903,438793,119
758723,758731,86
507578,501087,20
461560,768884,200
414082,376440,40
435215,237020,50
460005,389352,25
307568,417769,33
428361,500184,57
440352,403020,22
380959,230147,22
237020,435215,51
343971,585995,80
461560,487787,86
451811,13796,5
259525,405729,5
349439,398438,150
404134,328349,20
397392,270228,100
507561,456591,30
455048,434019,30
499783,248216,5
269141,534280,35
483351,237778,172
380532,1606,3
503727,352435,454
535238,287806,12
658316,448936,60
758731,758706,86
407505,434154,139
410436,426963,30
416401,414004,15
434417,384013,49
287806,535238,24
429886,498565,100
373780,478104,261
291686,18763,1000
316027,349297,467
510364,288204,100
612367,563445,3
389066,353819,4
253540,414955,20
758644,758723,86
418456,312316,100
380455,404871,10
451675,390448,203
238622,291686,310
783462,758684,86
385955,414708,50
400377,316311,25
302556,365209,50
426167,353819,20
478104,438793,91
491772,482968,55
402010,403398,25
511317,501087,305
375831,463031,5
15776,313283,150
438793,478104,99
379089,468120,20
432952,460653,20
434822,351598,76
288204,510364,111
360623,281429,69
249774,258382,86
237020,501845,100
309639,472330,34
445127,307568,20
360623,354220,50
501845,435215,30
407171,344891,203
472896,500188,108
394599,545763,25
343971,347868,30
260299,397392,33
315721,511753,55
421576,432217,102
357545,437559,25
422759,390351,122
252936,483365,42
472896,500188,108
508049,482024,100
233030,21147,2000
510612,532185,147
420657,287806,101
294370,288204,123
407171,231402,103
22761,354088,52
332316,321969,33
439597,430327,102
294370,403020,69
491772,491774,31
420657,485585,21
15776,332316,50
532168,532264,123
283115,18471,100
529532,491774,31
215901,192379,55
312016,247496,500
332316,326040,33
511101,533932,136
211126,281836,35
333368,433626,500
420657,387008,426
238032,535436,9
439597,377025,105
482872,462989,20
377025,447623,100
297057,342551,210
333414,308426,15
439642,440812,26
288204,403020,111
427275,451675,400
440080,274563,5
484547,378067,29
474233,319999,65
324497,421198,20
252159,215901,29
633693,442770,30
242758,211165,87
211126,378275,33
324497,321969,20
440812,439642,111
532260,533945,122
405579,503659,3
324497,14260,20
443520,438851,43
221216,342961,25
533932,533965,121
770214,281836,5
324497,325198,20
243664,1110,367
15846,232512,100
380030,443638,40
215901,423036,112
275666,14879,50
454591,783507,88
314532,370263,10
389824,517463,31
383050,517463,30
288204,266782,77
324497,418352,20
294054,265914,86
405579,639008,10
461745,506483,25
402010,444860,5
416401,514577,2
424178,425675,258
370263,14537,10
454591,783481,85
16655,517463,30
265914,294054,89
291307,354647,120
419754,308827,44
472330,482024,10
768884,573332,200
192359,424432,152
454591,758728,84
456555,483462,20
551112,444860,20
461745,427750,15
454591,758723,89
312016,306792,100
429450,307568,23
416401,445359,10
499431,480122,30
229335,407171,107
501300,451908,17
520675,481582,20
387117,395765,21
443478,441574,300
297066,312016,150
389824,422320,60
15846,17076,21
293751,293005,80
533957,532218,122
461745,431541,20
454591,758695,88
297066,606671,11
433696,498333,200
606671,287806,10
414955,442770,25
354088,353971,10
15846,13906,33
537657,510612,124
295446,321969,10
293751,19250,80
384428,354647,201
22761,386491,70
403020,420554,42
454591,758644,10
15846,15129,8
768884,445429,110
279097,345861,100
427297,246847,20
492097,429886,19
482872,460847,10
449096,326788,12
396276,462971,55
516330,649400,50
444033,445335,20
509717,510826,138
403020,307834,24
768884,525739,90
509436,218308,200
649400,516330,50
291248,518874,86
474246,533379,50
445335,444033,25
292064,295446,20
503182,435513,500
427550,336403,5
334811,283115,200
427297,356635,20
428010,196045,6
497334,510861,50
403450,506340,103
315697,350228,20
498823,676776,222
482984,507578,16
259525,508560,5
435215,501845,55
451675,427275,401
394930,486976,10
14260,324497,40
535129,676776,172
474251,366713,2
455060,461745,31
291307,492097,30
315267,411689,20
500789,404373,240
379818,427715,43
378544,315267,15
345046,294300,1000
414259,483365,100
315842,525262,80
485630,447304,209
429886,428549,40
455965,269775,69
14560,428549,51
445127,281676,10
318401,676776,279
492097,291307,30
289952,231402,1000
474246,465639,10
430943,502819,30
353632,329423,241
406927,371106,100
4840,17673,50
328854,289952,1000
388824,456309,20
435716,379089,250
295446,292064,20
499431,502819,30
375140,309242,15
458503,458691,112
449654,448502,10
415089,403298,11
531239,500918,85
474246,492983,10
311776,393489,1
371106,229335,102
311776,318473,1
311776,379089,1
316088,391341,5
311776,379089,1
501513,431795,100
333414,11782,65
427550,405409,30
16655,499431,30
406432,344203,1300
269856,230147,19
482024,409059,60
429886,492097,19
16655,430943,33
431795,349439,53
376168,433696,20
382803,253076,970
291929,424711,320
349816,383467,69
428549,14560,15
333414,308220,40
192359,224026,115
261598,253076,200
360600,307568,99
16655,492097,31
238032,279411,5
478308,382803,1200
17360,316088,12
482024,297057,35
412805,548943,11
436456,308527,300
462971,396276,66
415089,379367,29
450859,344203,10
436456,433607,15
605092,324915,10
330802,323063,15
378416,387383,25
476117,427750,12
274563,409573,200
333414,305843,44
330802,444766,10
484640,511619,40
401491,439169,40
611040,714976,85
274563,398824,101
476117,311223,10
738110,690341,86
427715,379818,150
611040,714976,85
481476,380950,50
378416,456030,25
351663,351831,5
307486,319474,504
293751,384428,130
486126,476486,10
405849,500738,500
512371,307568,20
527807,468545,108
510861,14560,52
765743,733365,172
488914,449135,10
382857,349545,15
375775,324915,20
499796,453298,15
474246,430244,10
506340,14345,5
382857,380287,70
611040,455199,50
482024,472680,30
333414,468120,18
474246,510007,25
375775,535654,5
465789,324915,36
382857,398414,30
378416,362396,25
375775,443198,20
509588,434903,82
210619,548943,10
499796,195917,5
285462,398825,155
192337,564456,8
511197,282868,15
737816,733425,86
461762,506483,20
378416,449096,25
399875,494164,40
519769,426373,46
467991,18559,49
423214,293102,510
473070,474246,52
504039,291307,80
507376,310815,105
372091,312016,18
275877,217117,513
499796,336624,10
382857,14882,15
396347,423304,20
261625,403398,111
349599,468256,25
767025,737041,181
423214,305058,33
201299,283056,15
436323,439519,10
379167,434019,101
503701,503862,119
467991,313283,51
378416,548943,75
517463,16655,26
328300,420540,5
527568,469557,40
270043,329016,50
423457,409380,10
519788,549006,86
325854,407634,19
348569,525578,25
376209,292064,100
445226,361731,198
517463,436119,30
378416,8634,20
14720,267671,200
412772,8998,1001
462837,464375,50
394599,509436,10
524464,423383,10
348569,343855,25
482688,262938,11
375140,401560,20
411955,230147,129
511043,443136,15
245902,385627,100
279037,342995,130
275300,519788,190
527568,380532,40
482024,468120,15
758605,737041,17
548943,378416,19
499796,368345,40
459213,472330,10
527568,442708,20
507681,502743,203
201299,11782,15
432341,14720,39
339857,444766,100
275300,421362,193
328300,403090,5
427550,439699,20
221326,307486,2001
527568,542351,6
474800,473070,49
384428,293751,131
342551,429262,305
710166,397392,10
458503,511043,76
283144,309242,100
516028,247018,5
378422,249958,100
415042,420930,300
709131,508306,60
342551,371981,15
419852,13089,55
356635,459795,20
458503,511043,45
294195,518386,183
449264,392597,10
357545,349623,36
415042,309639,50
390448,439083,104
531242,412582,51
527568,381809,40
767062,780163,86
468947,467270,16
275862,307159,501
283144,378422,200
333414,420554,69
461379,488926,90
773258,780234,86
531242,294858,51
304336,239828,226
502972,437076,180
482688,345765,11
315449,513471,438
356635,427297,20
338870,16617,910
382857,307568,30
531242,280798,5
400075,290963,21
430159,509862,165
430244,474246,14
499431,14448,38
382857,423985,15
780128,780710,86
516028,1941,5
380959,467793,18
509057,621226,86
399875,389234,24
430159,510153,21
396484,395783,10
499431,428412,38
445335,482024,10
403405,388401,24
380073,517642,86
15117,302556,2
644823,618834,5
285604,307913,15
15117,351598,2
396484,388216,10
468120,482024,15
514200,508158,15
308827,310292,33
608132,519888,105
403405,426065,20
428200,450011,87
780612,737816,86
510153,430159,22
384428,267841,465
352748,427870,53
237093,346240,92
348773,289295,45
335383,273147,25
481552,378689,35
15117,283144,2
308827,307568,33
334811,620208,52
13536,421198,20
528550,236581,20
505651,300271,122
308827,307705,22
482024,357545,25
412582,280798,500
455199,611000,7
294238,281836,50
459213,337090,10
400008,435411,31
381401,498333,165
328300,337056,5
780822,767025,86
512173,501366,25
459213,439169,10
780842,765743,86
464761,420031,73
336226,534426,48
400008,449176,26
288605,15357,69
430244,414304,30
783857,766981,86
449654,281290,10
501366,440283,25
315697,445336,20
398824,324915,101
378422,443478,100
459311,488914,30
533558,501087,200
403405,409817,22
404621,427550,130
449654,12738,10
308827,455975,55
518386,519788,317
354048,369863,20
497738,644583,10
335383,12400,25
460229,483365,100
389824,462832,22
400293,413828,111
501513,512175,100
412805,482984,20
768884,456072,49
479030,465639,55
378422,482024,50
14191,211535,300
449654,460847,10
354775,236581,10
382857,234327,13
389824,378661,31
501087,533558,205
381401,17803,386
510861,724221,20
377020,508763,15
412582,671508,102
357606,439169,30
445796,434561,150
377020,419719,34
412715,415089,55
427563,307159,200
17076,261177,20
285462,22761,505
349623,401491,20
459278,315697,10
497334,493964,62
501169,401099,100
466715,512175,99
451779,426744,85
277313,213434,138
437357,288204,100
285462,283115,205
378258,423214,40
516028,483365,50
430244,411475,250
244872,20989,100
437357,266782,69
421843,280603,254
14191,14345,100
502325,508188,100
449228,407847,100
285462,353603,105
448613,393305,400
449096,378416,28
460229,414004,20
427550,426426,21
377020,329134,13
612367,612196,10
444929,392036,20
428352,441956,15
262007,435772,568
384428,17803,505
419105,351019,100
490696,462971,30
308625,459795,18
437357,236581,100
377025,462729,100
500789,4840,150
430484,377025,205
381401,510260,101
449096,488914,22
393582,455048,20
385323,382827,10
420229,241763,15
512173,493964,26
444652,435897,12
430244,323021,30
368013,421198,20
279606,289935,100
494537,434181,88
420229,17360,75
377025,482044,50
14448,512175,110
379180,436904,100
13640,230147,1068
436234,512175,99
368976,490963,100
368013,14958,25
384428,428412,55
512675,514556,133
527568,508645,35
385323,421198,15
449882,421422,47
403020,284063,22
508261,263574,100
426426,481552,20
334050,322662,500
659722,610427,10
15117,439169,2
449264,305843,10
422447,434345,11
422225,377497,300
376224,415042,450
403020,394930,24
218369,492266,10
285462,528550,105
705662,423214,700
481552,652794,10
508610,503666,121
266782,333414,60
285462,510029,105
445335,675076,100
270228,333524,22
266782,288204,77
422447,380532,21
285462,293102,298
380455,485585,23
370988,370971,137
403020,508409,24
414550,439651,200
380015,501087,120
628100,324915,10
482024,354220,10
426473,236773,50
394895,312016,10
270228,378416,30
381062,357687,20
478596,248226,50
252500,415950,40
370988,372614,46
526763,520185,4
503666,508610,35
449882,426221,105
526763,617447,3
429054,279606,98
376364,627532,22
426473,390351,5
378569,569629,40
362242,401736,505
627532,376364,22
525262,492693,63
401441,432062,15
395765,423214,300
269186,1110,10
315267,368013,44
449264,305843,10
334050,336323,500
444652,322356,15
389070,403619,40
335469,342551,313
444929,397392,178
508949,513471,138
531242,548336,50
386213,4567,69
456072,429054,99
449882,482024,35
451888,427275,189
506790,300271,121
252500,262294,50
444652,443478,8
280798,294858,101
14260,439799,30
289935,456072,97
280798,531242,6
425675,457657,202
441632,490760,100
251596,455119,105
14260,423678,40
576454,556897,5
476688,451675,46
230360,414550,202
364017,307568,1500
252500,4268,40
251596,242661,10
395500,294370,50
409551,217117,101
580274,444929,5
252500,248345,40
270684,461424,111
2990,230147,575
323433,420554,202
525463,525467,100
15983,260,100
323433,389360,111
436234,440283,27
15268,317501,20
315267,266782,25
492693,383031,65
493739,356635,50
300265,251596,32
251596,318908,10
290963,293751,200
252500,250455,40
474179,278653,49
644823,18988,50
251596,300265,37
378462,431398,51
493739,246905,50
266782,315267,25
379414,8968,89
15983,323070,100
481476,483365,100
285604,242661,10
290963,533785,31
251596,444929,10
15268,445793,35
16523,378569,43
429054,498083,50
316088,247653,5
451675,378569,101
427631,435215,60
323433,250874,222
211067,192905,9
360262,283144,30
501102,507578,15
395500,483365,50
420229,407704,100
425496,315947,544
379167,455048,31
511043,458503,50
310292,390598,50
323063,481906,22
441671,516205,15
459233,417133,799
310292,308827,50
289935,408509,99
417133,459233,773
354393,377025,60
282725,400075,13
15983,270504,200
236581,354775,11
12400,364420,45
379167,431068,55
308045,434908,80
7910,196558,21
527029,525463,100
468256,482024,15
7910,288204,9
15268,471508,50
510012,691626,40
379089,435071,30
378569,435920,48
380073,506937,86
441645,378569,50
415368,423214,200
7910,15776,9
481746,288577,29
508261,7910,50
390336,417299,25
279037,7910,14
418383,435850,69
421576,379167,100
534167,422951,10
247018,472330,25
434230,434903,117
618624,426373,36
417884,14688,20
502972,289935,100
401736,499906,100
409032,410492,20
211067,526618,9
349816,307705,20
383467,348188,20
471508,4760,50
390448,493049,101
399370,451675,100
378569,441645,51
294868,758029,86
426167,428687,20
314464,423457,52
15268,428669,30
436192,456072,111
247018,482872,30
471508,392370,40
390336,493739,20
498333,469362,226
381009,377555,1000
471508,435314,60
390336,406881,25
510906,401736,204
531269,614523,20
211067,367537,9
8249,434908,8615
15268,308625,35
